"id","sourceRoutes","global","label","kind","destination","handler","disabled","file","line","evidence"
"C0808","/admin/data | /admin/departments | /admin/employees | /admin/users | /attendance | /brands | /bundles/scan/cutting | /bundles/scan | /bundles/scan/printing | /bundles/scan/sewing | /collections | /customers/[id] | /customers | /cutting-passports | /eco-fabric-transfers | /finance | /finance/price-calculation | /hr/calendar | /hr/documents | /hr/employees | /hr/organization | /hr/positions | /hr/recruitment | /inventory/archive | /inventory/master-data | /inventory | /models/[id] | /models | /order-history | /packages | /packages/scan | /payroll | /payroll/qr-control | /payroll/scan | /planning/branded-stock | /planning | /process-qr | /production-orders/[id] | /production-orders | /purchasing/receiving | /sales-orders/new | /sales-orders | /sales/price-requests | /sewing/daily-report | /sewing/flows | /shipments/history | /shipments | /usluga/models/[id] | /usluga/models | /usluga/orders/[id] | /usluga | /warehouse-stock/count | /waste | /work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/sewing","false","title children","local state / inspect handler","","{(e) => e.stopPropagation()}","","frontend/src/components/Modal.tsx","36","static source; conditional visibility and dynamic data require runtime QA"
"C0809","/admin/data | /admin/departments | /admin/employees | /admin/users | /attendance | /brands | /bundles/scan/cutting | /bundles/scan | /bundles/scan/printing | /bundles/scan/sewing | /collections | /customers/[id] | /customers | /cutting-passports | /eco-fabric-transfers | /finance | /finance/price-calculation | /hr/calendar | /hr/documents | /hr/employees | /hr/organization | /hr/positions | /hr/recruitment | /inventory/archive | /inventory/master-data | /inventory | /models/[id] | /models | /order-history | /packages | /packages/scan | /payroll | /payroll/qr-control | /payroll/scan | /planning/branded-stock | /planning | /process-qr | /production-orders/[id] | /production-orders | /purchasing/receiving | /sales-orders/new | /sales-orders | /sales/price-requests | /sewing/daily-report | /sewing/flows | /shipments/history | /shipments | /usluga/models/[id] | /usluga/models | /usluga/orders/[id] | /usluga | /warehouse-stock/count | /waste | /work-orders/[id]/cutting | /work-orders/[id]/packaging | /work-orders/[id]/sewing","false","Close","local state / inspect handler","","{onClose}","","frontend/src/components/Modal.tsx","42","static source; conditional visibility and dynamic data require runtime QA"
"C0810","","false","Notifications","open/close dialog","","{() => { setOpen(!open); if (alertsEnabled) void primeNotificationAudio(); }}","","frontend/src/components/NotificationBell.tsx","434","static source; conditional visibility and dynamic data require runtime QA"
"C0811","","false","{() => setOpen(false)}","open/close dialog","","{() => setOpen(false)}","","frontend/src/components/NotificationBell.tsx","497","static source; conditional visibility and dynamic data require runtime QA"
"C0812","","false","Mark all read","save/change data","","{readAll}","","frontend/src/components/NotificationBell.tsx","532","static source; conditional visibility and dynamic data require runtime QA"
"C0813","","false","( <Volume2 className=""h-3.5 w-3.5 shrink-0 text-[#15803d]"" /> ) / ( <BellRing className=""h-3.5 w-3.5 shrink-0 text-[#c2410c]"" /> ) Alerts enabled / Enable alerts Background sound + desktop notifications","local state / inspect handler","","{enableAlerts}","","frontend/src/components/NotificationBell.tsx","555","static source; conditional visibility and dynamic data require runtime QA"
"C0814","","false","Test alerts","local state / inspect handler","","{testAlerts}","","frontend/src/components/NotificationBell.tsx","595","static source; conditional visibility and dynamic data require runtime QA"
"C0815","","false","!n.is_read && ( <span className=""inline-block shrink-0"" style={{ width: 6, height: 6, marginTop: 7, borderRadius: ""50%"", background: ""var(--erp-accent)"", }} /> ) n.is_read && <span className=""w-1.5 shrink-0"" /> n.title n [dynamic label]","navigate after action","dest","{() => readOne(n)}","","frontend/src/components/NotificationBell.tsx","631","static source; conditional visibility and dynamic data require runtime QA"
"C0816","/packages/scan | /work-orders/[id]/packaging","false","copy.reprint","local state / inspect handler","","{async () => { setPrintError(""""); try { await api.openLabel(`/api/packages/print-runs/${run.id}/label`); } catch (e: any) { setPrintError(e.message); } }}","","frontend/src/components/PackagePrintRuns.tsx","33","static source; conditional visibility and dynamic data require runtime QA"
"C0817","/packages/scan | /work-orders/[id]/packaging","false","copy.deletePacks","filter/select/expand","","{() => { setSelectedRun(run); setSelectedIds([]); }}","deleting !== null","frontend/src/components/PackagePrintRuns.tsx","37","static source; conditional visibility and dynamic data require runtime QA"
"C0818","/packages/scan | /work-orders/[id]/packaging","false","copy.cancel","filter/select/expand","","{() => setSelectedRun(null)}","deleting !== null","frontend/src/components/PackagePrintRuns.tsx","44","static source; conditional visibility and dynamic data require runtime QA"
"C0819","/packages/scan | /work-orders/[id]/packaging","false","copy.deletePacks ( selectedIds.length )","filter/select/expand","","{async () => { if (!selectedRun || !(await dialogs.ask({ message: `${selectedRun.run_no} · ${selectedIds.length} ${copy.packages}. ${copy.deleteConfirm}` }))) return; setDeleting(selectedRun.id); setPrintError(""""); try { const query = new URLSearchParams(selectedIds.map(id => [""package_ids"", String(id)])); await api.del(`/api/packages/print-runs/${selectedRun.id}/manual-packages?${query}`); setSelectedRun(null); setSelectedIds([]); await mutate(); await mutateCache(key => typeof key === ""string"" && (key.startsWith(""/api/packages"") || key.startsWith(""/api/finished-goods""))); } catch (e: any) { setPrintError(e.message); } finally { setDeleting(null); } }}","!selectedIds.length || deleting !== null","frontend/src/components/PackagePrintRuns.tsx","44","static source; conditional visibility and dynamic data require runtime QA"
"C0820","/work-orders/[id]/packaging","false","copy.createRun","filter/select/expand","","{async () => { setBusy(true); setError(""""); try { const run = await postPackageWorkflow<PackagePrintRun>(""/api/packages/print-runs"", { package_ids: selectedIds }, me!.id); setSelectedIds([]); setRunRefresh(value => value + 1); await api.openLabel(`/api/packages/print-runs/${run.id}/label`); } catch (e: any) { setError(e.message); } finally { setBusy(false); } }}","!selectedIds.length || busy","frontend/src/components/PackageQrSection.tsx","257","static source; conditional visibility and dynamic data require runtime QA"
"C0821","/work-orders/[id]/packaging","false","Print all labels","local state / inspect handler","","{() => api.openLabel(`/api/packages/label-sheet/by-ids?ids=${encodeURIComponent(packageIds)}`)}","!packageIds","frontend/src/components/PackageQrSection.tsx","268","static source; conditional visibility and dynamic data require runtime QA"
"C0822","/work-orders/[id]/packaging","false","View","open page/link","`/packages/${p.id}`","","","frontend/src/components/PackageQrSection.tsx","332","static source; conditional visibility and dynamic data require runtime QA"
"C0823","/work-orders/[id]/packaging","false","Label","local state / inspect handler","","{() => api.openLabel(`/api/packages/${p.id}/label`)}","","frontend/src/components/PackageQrSection.tsx","333","static source; conditional visibility and dynamic data require runtime QA"
"C0824","/work-orders/[id]/packaging","false","Download QR","open page/link","p.qr_code_url","","","frontend/src/components/PackageQrSection.tsx","335","static source; conditional visibility and dynamic data require runtime QA"
"C0825","/work-orders/[id]/packaging","false","Edit","local state / inspect handler","","{() => openEdit(p)}","!!pending || busy","frontend/src/components/PackageQrSection.tsx","339","static source; conditional visibility and dynamic data require runtime QA"
"C0826","/work-orders/[id]/packaging","false","Delete","local state / inspect handler","","{() => setDeleting(p)}","!!pending || busy","frontend/src/components/PackageQrSection.tsx","340","static source; conditional visibility and dynamic data require runtime QA"
"C0827","/work-orders/[id]/packaging","false","Approve","save/change data","","{() => approveRequest(pending)}","busy","frontend/src/components/PackageQrSection.tsx","343","static source; conditional visibility and dynamic data require runtime QA"
"C0828","/work-orders/[id]/packaging","false","Reject","save/change data","","{() => rejectRequest(pending)}","busy","frontend/src/components/PackageQrSection.tsx","344","static source; conditional visibility and dynamic data require runtime QA"
"C0829","/work-orders/[id]/packaging","false","Form submission","save/change data","","{submitEditRequest}","","frontend/src/components/PackageQrSection.tsx","374","static source; conditional visibility and dynamic data require runtime QA"
"C0830","/work-orders/[id]/packaging","false","Add","local state / inspect handler","","{addItemRow}","","frontend/src/components/PackageQrSection.tsx","405","static source; conditional visibility and dynamic data require runtime QA"
"C0831","/work-orders/[id]/packaging","false","Remove","local state / inspect handler","","{() => removeItemRow(idx)}","editForm.items.length <= 1","frontend/src/components/PackageQrSection.tsx","412","static source; conditional visibility and dynamic data require runtime QA"
"C0832","/work-orders/[id]/packaging","false","Cancel","local state / inspect handler","","{() => { setEditing(null); setEditForm(null); }}","busy","frontend/src/components/PackageQrSection.tsx","442","static source; conditional visibility and dynamic data require runtime QA"
"C0833","/work-orders/[id]/packaging","false","Saving... / Request approval","submit form","","","busy","frontend/src/components/PackageQrSection.tsx","443","static source; conditional visibility and dynamic data require runtime QA"
"C0834","/packaging/reports","false","Show more ( visible / rows.length )","local state / inspect handler","","{() => setVisible((count) => count + 100)}","","frontend/src/components/PackagingReportTable.tsx","38","static source; conditional visibility and dynamic data require runtime QA"
"C0835","/admin/audit-logs | /bundles | /customers | /cutting-inventory | /fabric-scans | /inventory/archive | /inventory/batches | /inventory/cutting-fabric-usage | /inventory | /models | /order-history | /packages | /payroll/reports/order-qr-status | /payroll/reports/sewing-production | /processes | /sales-orders | /usluga/models","false","Previous","local state / inspect handler","","{() => onPageChange(page - 1)}","!hasPrev","frontend/src/components/PaginationControls.tsx","45","static source; conditional visibility and dynamic data require runtime QA"
"C0836","/admin/audit-logs | /bundles | /customers | /cutting-inventory | /fabric-scans | /inventory/archive | /inventory/batches | /inventory/cutting-fabric-usage | /inventory | /models | /order-history | /packages | /payroll/reports/order-qr-status | /payroll/reports/sewing-production | /processes | /sales-orders | /usluga/models","false","Next","local state / inspect handler","","{() => onPageChange(page + 1)}","!hasNext","frontend/src/components/PaginationControls.tsx","46","static source; conditional visibility and dynamic data require runtime QA"
"C0837","/models/[id] | /usluga/models/[id]","false","Remove operation","local state / inspect handler","","{() => onRemove(operation.id)}","","frontend/src/components/PaidOperationsEditor.tsx","74","static source; conditional visibility and dynamic data require runtime QA"
"C0838","/models/[id] | /process-qr | /usluga/models/[id]","false","copy.add","local state / inspect handler","","{() => { setCreating(!creating); setName(query); setMessage(null); }}","","frontend/src/components/PaidProcessPicker.tsx","64","static source; conditional visibility and dynamic data require runtime QA"
"C0839","/models/[id] | /process-qr | /usluga/models/[id]","false","Saving... / copy.create","local state / inspect handler","","{create}","busy || !name.trim()","frontend/src/components/PaidProcessPicker.tsx","71","static source; conditional visibility and dynamic data require runtime QA"
"C0840","/models/[id] | /process-qr | /usluga/models/[id]","false","copy.cancel","local state / inspect handler","","{() => setCreating(false)}","busy","frontend/src/components/PaidProcessPicker.tsx","72","static source; conditional visibility and dynamic data require runtime QA"
"C0841","/payroll/scan","false","text.saving / text.confirm","local state / inspect handler","","{onConfirm}","busy","frontend/src/components/payroll/ControlScanReview.tsx","72","static source; conditional visibility and dynamic data require runtime QA"
"C0842","/payroll/scan","false","text.cancel","local state / inspect handler","","{onCancel}","busy","frontend/src/components/payroll/ControlScanReview.tsx","73","static source; conditional visibility and dynamic data require runtime QA"
"C0843","/work-orders/[id]/packaging","false","c.loading / c.retry","local state / inspect handler","","{async () => { setBusy(true); setError(""""); try { const run = await postPackageWorkflow<PackagePrintRun>(path, pending, me.id); setPending(null); await onResolved(); await api.openLabel(`/api/packages/print-runs/${run.id}/label`); } catch (e: any) { setError(e.message); } finally { setBusy(false); } }}","busy","frontend/src/components/PendingPackageWorkflow.tsx","26","static source; conditional visibility and dynamic data require runtime QA"
"C0844","","false","decreaseLabel","local state / inspect handler","","{() => setNumber(current - 1)}","current <= 0","frontend/src/components/piecework/SimpleQuantityControl.tsx","27","static source; conditional visibility and dynamic data require runtime QA"
"C0845","","false","increaseLabel","local state / inspect handler","","{() => setNumber(current + 1)}","current >= max","frontend/src/components/piecework/SimpleQuantityControl.tsx","45","static source; conditional visibility and dynamic data require runtime QA"
"C0846","","false","allLabel","local state / inspect handler","","{() => setNumber(max)}","max <= 0","frontend/src/components/piecework/SimpleQuantityControl.tsx","54","static source; conditional visibility and dynamic data require runtime QA"
"C0847","/presentation","false","`${String(index + 1).padStart(2, ""0"")} ${step.title}: ${step.shortLabel}`","local state / inspect handler","","{() => setActiveIndex(index)}","","frontend/src/components/presentation/LiveFactoryProcess.tsx","64","static source; conditional visibility and dynamic data require runtime QA"
"C0848","/presentation","false","Milana Ecosystem","open page/link","/presentation","","","frontend/src/components/presentation/PresentationLanding.tsx","39","static source; conditional visibility and dynamic data require runtime QA"
"C0849","/presentation","false","item.label","open page/link","item.href","","","frontend/src/components/presentation/PresentationLanding.tsx","47","static source; conditional visibility and dynamic data require runtime QA"
"C0850","/presentation","false","content.controls.login","open page/link","/login","","","frontend/src/components/presentation/PresentationLanding.tsx","56","static source; conditional visibility and dynamic data require runtime QA"
"C0851","/presentation","false","content.controls.explore","open page/link","#flow","","","frontend/src/components/presentation/PresentationLanding.tsx","59","static source; conditional visibility and dynamic data require runtime QA"
"C0852","/presentation","false","content.controls.menu","open/close dialog","","{() => setMobileOpen(true)}","","frontend/src/components/presentation/PresentationLanding.tsx","65","static source; conditional visibility and dynamic data require runtime QA"
"C0853","/presentation","false","content.controls.closeMenu","open/close dialog","","{() => setMobileOpen(false)}","","frontend/src/components/presentation/PresentationLanding.tsx","80","static source; conditional visibility and dynamic data require runtime QA"
"C0854","/presentation","false","item.label","open page/link","item.href","{() => setMobileOpen(false)}","","frontend/src/components/presentation/PresentationLanding.tsx","97","static source; conditional visibility and dynamic data require runtime QA"
"C0855","/presentation","false","content.controls.login","open page/link","/login","","","frontend/src/components/presentation/PresentationLanding.tsx","106","static source; conditional visibility and dynamic data require runtime QA"
"C0856","/presentation","false","content.controls.explore","open page/link","#flow","{() => setMobileOpen(false)}","","frontend/src/components/presentation/PresentationLanding.tsx","110","static source; conditional visibility and dynamic data require runtime QA"
"C0857","/presentation","false","content.controls.login","open page/link","/login","","","frontend/src/components/presentation/PresentationLanding.tsx","141","static source; conditional visibility and dynamic data require runtime QA"
"C0858","/presentation","false","item.label","open page/link","item.href","","","frontend/src/components/presentation/PresentationLanding.tsx","145","static source; conditional visibility and dynamic data require runtime QA"
"C0859","/presentation","false","option.title","local state / inspect handler","","{() => setLang(option.value)}","","frontend/src/components/presentation/PresentationLanding.tsx","172","static source; conditional visibility and dynamic data require runtime QA"
"C0860","/presentation","false","content.controls.light","local state / inspect handler","","{() => setTheme(""day"")}","","frontend/src/components/presentation/PresentationLanding.tsx","203","static source; conditional visibility and dynamic data require runtime QA"
"C0861","/presentation","false","content.controls.dark","local state / inspect handler","","{() => setTheme(""night"")}","","frontend/src/components/presentation/PresentationLanding.tsx","214","static source; conditional visibility and dynamic data require runtime QA"
"C0862","/presentation","false","content.hero.primaryAction","open page/link","#flow","","","frontend/src/components/presentation/PresentationLanding.tsx","271","static source; conditional visibility and dynamic data require runtime QA"
"C0863","/presentation","false","content.hero.secondaryAction","open page/link","/login","","","frontend/src/components/presentation/PresentationLanding.tsx","275","static source; conditional visibility and dynamic data require runtime QA"
"C0864","/presentation","false","content.finalCta.primaryAction","open page/link","#flow","","","frontend/src/components/presentation/PresentationLanding.tsx","568","static source; conditional visibility and dynamic data require runtime QA"
"C0865","/presentation","false","content.finalCta.secondaryAction","open page/link","/login","","","frontend/src/components/presentation/PresentationLanding.tsx","572","static source; conditional visibility and dynamic data require runtime QA"
"C0866","/production-orders/[id]","false","Edit sizes","local state / inspect handler","","{startEdit}","","frontend/src/components/ProductionOrderSizePlan.tsx","69","static source; conditional visibility and dynamic data require runtime QA"
"C0867","/production-orders/[id]","false","Form submission","submit form","","{save}","","frontend/src/components/ProductionOrderSizePlan.tsx","74","static source; conditional visibility and dynamic data require runtime QA"
"C0868","/production-orders/[id]","false","Cancel","local state / inspect handler","","{() => { setDraft(null); setError(""""); }}","saving","frontend/src/components/ProductionOrderSizePlan.tsx","106","static source; conditional visibility and dynamic data require runtime QA"
"C0869","/production-orders/[id]","false","Saving... / Save changes","submit form","","","saving || !canEdit","frontend/src/components/ProductionOrderSizePlan.tsx","109","static source; conditional visibility and dynamic data require runtime QA"
"C0870","/cutting-passports | /models/[id] | /packages/scan | /payroll | /payroll/reports/sewing-production | /payroll/scan | /planning/branded-stock | /planning | /process-qr | /production-orders/[id] | /sales-orders/new | /sales/price-requests | /shipments | /usluga/models/[id] | /usluga/orders/[id]/edit | /usluga","false","placeholder","open/close dialog","","{() => { const nextOpen = !open; if (nextOpen) setLocalRenderLimit(LOCAL_RENDER_PAGE_SIZE); setOpen(nextOpen); if (nextOpen) { inputRef.current?.focus(); inputRef.current?.select(); } }}","disabled","frontend/src/components/SearchableSelect.tsx","254","static source; conditional visibility and dynamic data require runtime QA"
"C0871","/cutting-passports | /models/[id] | /packages/scan | /payroll | /payroll/reports/sewing-production | /payroll/scan | /planning/branded-stock | /planning | /process-qr | /production-orders/[id] | /sales-orders/new | /sales/price-requests | /shipments | /usluga/models/[id] | /usluga/orders/[id]/edit | /usluga","false","[dynamic content] option.label ( <span className={`mt-0.5 block text-xs ${success ? ""text-emerald-700"" : ""text-[#6f6a5b]""}`}> {option.metaText} </span> ) / null","open/close dialog","","{() => choose(option)}","option.disabled","frontend/src/components/SearchableSelect.tsx","297","static source; conditional visibility and dynamic data require runtime QA"
"C0872","/cutting-passports | /models/[id] | /packages/scan | /payroll | /payroll/reports/sewing-production | /payroll/scan | /planning/branded-stock | /planning | /process-qr | /production-orders/[id] | /sales-orders/new | /sales/price-requests | /shipments | /usluga/models/[id] | /usluga/orders/[id]/edit | /usluga","false","loadMoreText","local state / inspect handler","","{loadMoreOptions}","","frontend/src/components/SearchableSelect.tsx","350","static source; conditional visibility and dynamic data require runtime QA"
"C0873","/sewing/daily-report","false","Cancel","local state / inspect handler","","{onClose}","saving","frontend/src/components/SewingDailyReportEditModal.tsx","339","static source; conditional visibility and dynamic data require runtime QA"
"C0874","/sewing/daily-report","false","Saving... / Save","save/change data","","{() => void saveCorrection()}","saving","frontend/src/components/SewingDailyReportEditModal.tsx","342","static source; conditional visibility and dynamic data require runtime QA"
"C0875","/work-orders/[id]/sewing","false","Edit","local state / inspect handler","","{() => { setEditing({ ...row }); setFailure(""""); }}","busy || !!row.locked_reason","frontend/src/components/SewingRecordHistory.tsx","56","static source; conditional visibility and dynamic data require runtime QA"
"C0876","/work-orders/[id]/sewing","false","Delete","save/change data","","{() => void save(row, true)}","busy || !!row.locked_reason","frontend/src/components/SewingRecordHistory.tsx","57","static source; conditional visibility and dynamic data require runtime QA"
"C0877","/work-orders/[id]/sewing","false","Form submission","save/change data","","{(event) => { event.preventDefault(); void save(editing); }}","","frontend/src/components/SewingRecordHistory.tsx","60","static source; conditional visibility and dynamic data require runtime QA"
"C0878","/work-orders/[id]/sewing","false","Save changes","local state / inspect handler","","","busy","frontend/src/components/SewingRecordHistory.tsx","68","static source; conditional visibility and dynamic data require runtime QA"
"C0879","/work-orders/[id]/sewing","false","Cancel","local state / inspect handler","","{() => setEditing(null)}","busy","frontend/src/components/SewingRecordHistory.tsx","68","static source; conditional visibility and dynamic data require runtime QA"
"C0880","/sewing/daily-report","false","selected.model_no || selected.model_code || ""-"" Variant No : selected.variant_no || ""-"" batchLabel(selected) selected.remaining_qty Remaining.toLowerCase()","open/close dialog","","{() => setOpen((current) => !current)}","","frontend/src/components/SewingWorkPicker.tsx","104","static source; conditional visibility and dynamic data require runtime QA"
"C0881","/sewing/daily-report","false","work.model_no || work.model_code || ""-"" Variant No : work.variant_no || ""-"" work.model_name && <div className=""break-words text-xs text-[#8a8472]"">{work.model_name}</div> [batchLabel(work), `${work.remaining_qty} ${Remai [dynamic label]","open/close dialog","","{() => { onChange(key); setOpen(false); }}","","frontend/src/components/SewingWorkPicker.tsx","130","static source; conditional visibility and dynamic data require runtime QA"
"C0882","/shipments","false","text.add","open/close dialog","","{() => { setError(""""); setOpen(true); }}","disabled","frontend/src/components/ShipmentAddClient.tsx","21","static source; conditional visibility and dynamic data require runtime QA"
"C0883","/shipments","false","Form submission","open/close dialog","","{async event => { event.preventDefault(); if (busy || !name.trim()) return; setBusy(true); setError(""""); try { const client = await api.post<{ id: number; name: string }>(""/api/shipments/customers"", { name: name.trim(), phone: phone.trim() || null }); onCreated(client); setName(""""); setPhone(""""); setOpen(false); } catch (e) { setError(e instanceof Error ? e.message : String(e)); } finally { setBusy(false); } }}","","frontend/src/components/ShipmentAddClient.tsx","23","static source; conditional visibility and dynamic data require runtime QA"
"C0884","/shipments","false","text.cancel","open/close dialog","","{() => setOpen(false)}","busy","frontend/src/components/ShipmentAddClient.tsx","36","static source; conditional visibility and dynamic data require runtime QA"
"C0885","/shipments","false","text.save","local state / inspect handler","","","busy || !name.trim()","frontend/src/components/ShipmentAddClient.tsx","36","static source; conditional visibility and dynamic data require runtime QA"
"C0886","/shipments/history | /shipments","false","Scan","local state / inspect handler","","{onScan}","!canScan || !scanCode.trim()","frontend/src/components/ShipmentPreparationWorkspace.tsx","224","static source; conditional visibility and dynamic data require runtime QA"
"C0887","/shipments/history | /shipments","false","deleteText.deleteShipment","save/change data","","{async () => { if (!(await dialogs.ask({ message: deleteText.deleteConfirm, confirmText: deleteText.deleteShipment, tone: ""danger"" }))) return; setDeleting(true); setReturnError(""""); try { await api.post(`/api/shipments/${shipment.id}/delete`, { reason: deleteText.deleteReason }); setDeleted(shipment.id); await onReviewChanged(); } catch (error) { setReturnError(error instanceof Error ? error.message : String(error)); } finally { setDeleting(false); } }}","deleting","frontend/src/components/ShipmentPreparationWorkspace.tsx","231","static source; conditional visibility and dynamic data require runtime QA"
"C0888","/shipments/history | /shipments","false","Add ready packages","local state / inspect handler","","{onAddReadyPackages}","","frontend/src/components/ShipmentPreparationWorkspace.tsx","241","static source; conditional visibility and dynamic data require runtime QA"
"C0889","/shipments/history | /shipments","false","manualShipmentText[lang].ship / shipment.sales_order_id ? Ship : Confirm exit","local state / inspect handler","","{onShip}","shipDisabled","frontend/src/components/ShipmentPreparationWorkspace.tsx","243","static source; conditional visibility and dynamic data require runtime QA"
"C0890","/shipments/history | /shipments","false","Mark delivered","local state / inspect handler","","{onDeliver}","shipment.status !== ""shipped""","frontend/src/components/ShipmentPreparationWorkspace.tsx","246","static source; conditional visibility and dynamic data require runtime QA"
"C0891","/shipments/history | /shipments","false","Shipment Traceability","open page/link","`/traceability?shipment=${encodeURIComponent(shipment.shipment_no || shipment.id)}`","","","frontend/src/components/ShipmentPreparationWorkspace.tsx","250","static source; conditional visibility and dynamic data require runtime QA"
"C0892","/shipments/history | /shipments","false","reviewText.reference","open new tab","`/api/shipments/${shipment.id}/invoice/print?lang=${lang}`","","","frontend/src/components/ShipmentPreparationWorkspace.tsx","254","static source; conditional visibility and dynamic data require runtime QA"
"C0893","/shipments/history | /shipments","false","Loading... / Create shipment","local state / inspect handler","","{() => onCreate(normalizeTransportDetails(transportDraft))}","isCreating","frontend/src/components/ShipmentPreparationWorkspace.tsx","257","static source; conditional visibility and dynamic data require runtime QA"
"C0894","/shipments/history | /shipments","false","`${returnText.remove}: ${pkg.package_no}`","save/change data","","{() => void returnPackage(pkg.id)}","returning !== null","frontend/src/components/ShipmentPreparationWorkspace.tsx","431","static source; conditional visibility and dynamic data require runtime QA"
"C0895","/shipments/history | /shipments","false","`${returnText.remove}: ${pkg.package_no}`","save/change data","","{() => void returnPackage(pkg.id)}","returning !== null","frontend/src/components/ShipmentPreparationWorkspace.tsx","486","static source; conditional visibility and dynamic data require runtime QA"
"C0896","/shipments/history | /shipments","false","text.review","local state / inspect handler","","{() => begin(""amount"")}","busy","frontend/src/components/ShipmentReviewPanel.tsx","72","static source; conditional visibility and dynamic data require runtime QA"
"C0897","/shipments/history | /shipments","false","text.edit","local state / inspect handler","","{() => begin(row.id)}","busy","frontend/src/components/ShipmentReviewPanel.tsx","76","static source; conditional visibility and dynamic data require runtime QA"
"C0898","/shipments/history | /shipments","false","Form submission","save/change data","","{save}","","frontend/src/components/ShipmentReviewPanel.tsx","78","static source; conditional visibility and dynamic data require runtime QA"
"C0899","/shipments/history | /shipments","false","text.remove","save/change data","","{() => void remove()}","busy || reason.trim().length < 3","frontend/src/components/ShipmentReviewPanel.tsx","87","static source; conditional visibility and dynamic data require runtime QA"
"C0900","/shipments/history | /shipments","false","text.save","local state / inspect handler","","","busy || reason.trim().length < 3","frontend/src/components/ShipmentReviewPanel.tsx","87","static source; conditional visibility and dynamic data require runtime QA"
"C0901","/shipments/history | /shipments","false","text.cancel","local state / inspect handler","","{() => setEditing(null)}","busy","frontend/src/components/ShipmentReviewPanel.tsx","87","static source; conditional visibility and dynamic data require runtime QA"
"C0902","/shipments/history | /shipments","false","Form submission","download/export","","{save}","","frontend/src/components/ShipmentTransportDetails.tsx","67","static source; conditional visibility and dynamic data require runtime QA"
"C0903","/shipments/history | /shipments","false","text.saving / text.save","local state / inspect handler","","","busy","frontend/src/components/ShipmentTransportDetails.tsx","71","static source; conditional visibility and dynamic data require runtime QA"
"C0904","/shipments/history | /shipments","false","text.cancel","local state / inspect handler","","{() => setEditing(false)}","busy","frontend/src/components/ShipmentTransportDetails.tsx","72","static source; conditional visibility and dynamic data require runtime QA"
"C0905","/shipments/history | /shipments","false","text.edit","local state / inspect handler","","{() => { setDraft({ ...saved }); setError(""""); setEditing(true); }}","","frontend/src/components/ShipmentTransportDetails.tsx","78","static source; conditional visibility and dynamic data require runtime QA"
"C0906","","true","t(it.labelKey)","open page/link","it.href","{(event) => { onNavigate?.(); // Camera policy is scoped to this document, so enter with a full navigation. if (it.href === ""/fabric-scans"" && !event.ctrlKey && !event.metaKey && !event.shiftKey && !event.altKey) { event.preventDefault(); window.location.assign(it.href); } }}","","frontend/src/components/Sidebar.tsx","310","static source; conditional visibility and dynamic data require runtime QA"
"C0907","","true","Menu","open/close dialog","","{() => setMobileOpen(true)}","","frontend/src/components/Sidebar.tsx","465","static source; conditional visibility and dynamic data require runtime QA"
"C0908","","true","Close menu","open/close dialog","","{() => setMobileOpen(false)}","","frontend/src/components/Sidebar.tsx","479","static source; conditional visibility and dynamic data require runtime QA"
"C0909","","true","Close menu","open/close dialog","","{() => setMobileOpen(false)}","","frontend/src/components/Sidebar.tsx","491","static source; conditional visibility and dynamic data require runtime QA"
"C0910","","true","desktopCollapsed ? Expand menu : Collapse menu","local state / inspect handler","","{toggleDesktopSidebar}","","frontend/src/components/Sidebar.tsx","518","static source; conditional visibility and dynamic data require runtime QA"
"C0911","/departments/[code] | /finished-goods | /warehouse-stock","false","stocktakeText[lang].title","open page/link","/warehouse-stock/count","","","frontend/src/components/StocktakeLink.tsx","12","static source; conditional visibility and dynamic data require runtime QA"
"C0912","/warehouse-stock/count","false","text.back","local state / inspect handler","","{onBack}","pending > 0 || busy","frontend/src/components/StocktakeSession.tsx","134","static source; conditional visibility and dynamic data require runtime QA"
"C0913","/warehouse-stock/count","false","text.download","open page/link","`${base}/export.csv`","","","frontend/src/components/StocktakeSession.tsx","136","static source; conditional visibility and dynamic data require runtime QA"
"C0914","/warehouse-stock/count","false","text.finish","save/change data","","{() => void action(`${base}/complete`, text.finishConfirm)}","pending > 0 || busy","frontend/src/components/StocktakeSession.tsx","137","static source; conditional visibility and dynamic data require runtime QA"
"C0915","/warehouse-stock/count","false","Form submission","submit form","","{submit}","","frontend/src/components/StocktakeSession.tsx","145","static source; conditional visibility and dynamic data require runtime QA"
"C0916","/warehouse-stock/count","false","text.add","local state / inspect handler","","","busy || !code.trim()","frontend/src/components/StocktakeSession.tsx","147","static source; conditional visibility and dynamic data require runtime QA"
"C0917","/warehouse-stock/count","false","text.retry","local state / inspect handler","","{() => { failed.current = false; setFailure(""""); void drain(); }}","completed","frontend/src/components/StocktakeSession.tsx","152","static source; conditional visibility and dynamic data require runtime QA"
"C0918","/warehouse-stock/count","false","text.discard","local state / inspect handler","","{async () => { if (saving.current || busy) return; setBusy(true); try { if (!await ask(text.discardConfirm)) return; const discarded = [...queue.current]; discarded.forEach(scan => removeStocktakePending(localStorage, storageKey, scan.id)); refreshQueue(); failed.current = false; setFailure(""""); } catch { setFailure(text.storageError); } finally { setBusy(false); } }}","busy","frontend/src/components/StocktakeSession.tsx","153","static source; conditional visibility and dynamic data require runtime QA"
